SOC_2021_2_NAME,YEAR,AI Demand,MEAN SALARY,AI Demand % Change,PRIOR YEAR % CHANGE,LOG_SALARY_ai,SALARY_ai,MEDIAN_LOG_SALARY_ai,MEDIAN_SALARY_ai,LOG_SALARY_non_ai,SALARY_non_ai,MEDIAN_LOG_SALARY_non_ai,MEDIAN_SALARY_non_ai,Salary (Log) Premium,SALARY_PREMIUM,job_count,ai_role_count,Prevalence: Tuition Assistance,Prevalence: Tuition Assistance (AI),Prevalence: Tuition Assistance (Non-AI),Prevalence: Paid Leave,Prevalence: Paid Leave (AI),Prevalence: Paid Leave (Non-AI),Prevalence: Health and Wellbeing,Prevalence: Health and Wellbeing (AI),Prevalence: Health and Wellbeing (Non-AI),Prevalence: Parental Leave,Prevalence: Parental Leave (AI),Prevalence: Parental Leave (Non-AI),Prevalence: Workplace Culture,Prevalence: Workplace Culture (AI),Prevalence: Workplace Culture (Non-AI),Prevalence: Remote Work,Prevalence: Remote Work (AI),Prevalence: Remote Work (Non-AI),Prevalence: Remote Keywords,Prevalence: Remote Keywords (AI),Prevalence: Remote Keywords (Non-AI),Log Job Count
Legal Occupations,2022,0.6764786543559741,77820.61583151779,-11.328583656950041,67.79671279324502,11.476388960518342,113616.66666666667,11.567632857963162,107500.0,11.128639943282222,77716.33017722749,11.05089000537367,63000.0,103.12481146850328,146.1940706767427,10939,74,416,4,412,3834,20,3814,450,6,444,548,7,541,1229,28,1201,164.0,3.0,161.0,1836,20,1816,9.30008966411979
Legal Occupations,2023,0.9269036724158161,94969.53801421495,37.01890908860286,-11.328583656950041,11.675950344826125,136067.03125,11.848468905790241,140075.0,11.315343181869924,94684.3244415528,11.287341438116659,79805.0,103.18688666494876,143.7059746188421,8523,79,496,12,484,3570,23,3547,463,5,458,660,12,648,996,17,979,120.0,0.0,120.0,1737,17,1720,9.050523670522297
Legal Occupations,2024,1.287793952967525,102604.89109605047,38.935036216990085,37.01890908860286,11.945821650351506,174142.125,12.14076795545526,187357.5,11.381963569700785,101656.25621596022,11.350406535472453,85000.0,104.95396138985835,171.30487732112582,7144,92,352,10,342,3304,35,3269,378,11,367,604,13,591,835,30,805,4.0,0.0,4.0,1647,32,1615,8.874028122556336
"Life, Physical, and Social Science Occupations",2018,1.4942845338107698,66419.54315789473,,,11.285774218641015,85615.28571428571,11.24860829482318,76773.0,10.989047600667206,66248.29821580289,10.972327682870567,58240.0,102.70020322740064,129.23393961818482,14522,217,469,9,460,1446,10,1436,438,3,435,72,0,72,716,15,701,1.0,0.0,1.0,726,8,718,9.583420019940192
"Life, Physical, and Social Science Occupations",2019,1.7539161869058777,65865.65227447957,17.37498095044774,,11.413970458960977,97360.78571428571,11.507198614612452,100084.0,10.98600106202907,65694.74844961241,10.981471782946562,58775.0,103.89558852684895,148.2017786991924,14938,262,642,5,637,1990,6,1984,573,4,569,114,1,113,878,23,855,42.0,1.0,41.0,829,10,819,9.611663580917012
"Life, Physical, and Social Science Occupations",2020,1.6353335050218902,65883.57476099426,-6.76102329001147,17.37498095044774,11.233032485643118,83268.42105263157,11.247930743883217,76721.0,10.967214732737245,65756.33590138674,10.933356938472494,56014.0,102.42374895890754,126.63178370751574,15532,254,739,12,727,2625,23,2602,582,10,572,209,8,201,1042,37,1005,46.0,2.0,44.0,970,17,953,9.650657690851558
"Life, Physical, and Social Science Occupations",2021,2.008346374543558,70077.4857142857,22.809590115789536,-6.76102329001147,11.353180125455827,91265.21621621621,11.307130551990632,81400.0,11.042370471767944,69879.16898558057,11.024513436041138,61360.0,102.81470047108571,130.6043239224104,19170,385,1356,28,1328,3998,36,3962,867,24,843,447,15,432,2112,92,2020,97.0,4.0,93.0,1506,26,1480,9.86110183603969
"Life, Physical, and Social Science Occupations",2022,2.3822857881359583,74674.64924085577,18.619268983289118,22.809590115789536,11.39899049624371,97316.61842105263,11.427487441346205,91820.5,11.112455478580848,74373.81188811189,11.09094217912223,65574.5,102.57850317794438,130.8479637529618,23213,553,2003,45,1958,5578,79,5499,1330,23,1307,847,47,800,3293,152,3141,158.0,5.0,153.0,2351,94,2257,10.052467745547446
"Life, Physical, and Social Science Occupations",2023,2.0855642241599104,85766.94513013147,-12.455330315688972,18.619268983289118,11.640892916365372,127096.8417266187,11.67419361256635,117500.0,11.242149554841257,84981.5923444976,11.23114593817106,75444.0,103.54686049655338,149.55808454540917,19611,409,2107,52,2055,5739,93,5646,1337,29,1308,1238,24,1214,3393,123,3270,142.0,5.0,137.0,2148,56,2092,9.883845912280838
"Life, Physical, and Social Science Occupations",2024,2.2779369627507164,90650.22107166339,9.224014123482394,-12.455330315688972,11.573275549361002,117293.53703703704,11.55214617812351,104000.0,11.297416221088746,89921.37656197231,11.290781413989102,80080.0,102.4417913164721,130.44010392367636,13960,318,1507,21,1486,4361,77,4284,959,19,940,958,31,927,2372,95,2277,3.0,1.0,2.0,1652,59,1593,9.543951376316363
Management Occupations,2018,1.2369416636826454,77884.46380189367,,,11.493231918933407,117477.48051948052,11.407564949312402,90000.0,11.108547145800499,77661.16765546033,11.131767529326275,68307.0,103.46296206050974,151.2692688843711,128462,1589,5343,39,5304,13928,119,13809,2621,19,2602,816,13,803,7744,125,7619,1.0,0.0,1.0,4146,74,4072,11.763388419739318
Management Occupations,2019,1.4605370524251202,76175.08981820363,18.076469999141477,,11.489869568680074,108740.10606060606,11.579895369575786,106944.0,11.090164999879567,76045.62225167158,11.082142548877775,65000.0,103.604135455197,142.9932491060862,133581,1951,5653,44,5609,20208,134,20074,3575,38,3537,1860,40,1820,10123,260,9863,322.0,11.0,311.0,5074,92,4982,11.802463314402226
Management Occupations,2020,1.4550988855247053,75122.88330855808,-0.37234022179616355,18.076469999141477,11.570566299171254,118100.02150537634,11.657025808943985,115500.0,11.069445269684634,74909.6370911807,11.05089000537367,63000.0,104.52706542448895,157.6566461824183,124184,1807,6224,41,6183,25895,168,25727,3556,44,3512,2333,53,2280,10210,382,9828,462.0,17.0,445.0,7298,170,7128,11.729519615706279
Management Occupations,2021,1.7102657821220695,77311.18372438184,17.53605195741399,-0.37234022179616355,11.67788339568449,129617.77454545455,11.709314278975619,121700.0,11.103767832616196,76852.967858053,11.07412588562486,64481.0,105.17045719725773,168.65682374798828,167167,2859,11336,122,11214,44893,409,44484,7408,134,7274,5738,153,5585,20891,837,20054,1010.0,33.0,977.0,14237,471,13766,12.026748591731975
Management Occupations,2022,1.8131633524460167,85001.61626940445,6.016466645100826,17.53605195741399,11.726481901940154,134618.80855018587,11.788236238197499,131694.0,11.20560860756864,84394.58842524161,11.191341840842766,72500.0,104.64832667830018,159.5111855654511,196728,3567,16104,165,15939,57649,672,56977,10188,203,9985,9756,238,9518,32156,1219,30937,1603.0,71.0,1532.0,22158,849,21309,12.189577343000977
Management Occupations,2023,1.4446196423781266,96810.41707802123,-20.32600700707482,6.016466645100826,11.834948645717681,153326.4007670182,11.899887101513833,147250.0,11.331070773534933,95744.00059701492,11.3290026268093,83200.0,104.44686898752424,160.14204525708797,152843,2208,16816,272,16544,56339,715,55624,10264,176,10088,11174,288,10886,25523,735,24788,1249.0,48.0,1201.0,17272,514,16758,11.93716652973774
Management Occupations,2024,2.314767709244826,99961.31168063982,60.233714213816555,-20.32600700707482,11.865393377935343,156238.46988973705,11.960491749097029,156450.0,11.352877205063864,98412.29058691693,11.350406535472453,85000.0,104.51441659778436,158.75910311400438,98282,2275,11921,318,11603,40963,746,40217,7215,169,7046,8905,311,8594,17259,745,16514,12.0,2.0,10.0,11089,525,10564,11.495596176448407
Office and Administrative Support Occupations,2018,0.22097047235247413,37675.25654940724,,,10.820239024893777,63337.25581395349,10.714417768752456,45000.0,10.468416079418093,37639.561849000456,10.412711894935144,33280.0,103.36080399180352,168.27309538842428,133502,295,4263,8,4255,13718,38,13680,2823,7,2816,554,4,550,5718,23,5695,7.0,0.0,7.0,2739,20,2719,11.801871737983632
Office and Administrative Support Occupations,2019,0.2639448523733977,39068.20909090909,19.448019259502836,,10.709045928949362,51406.34782608696,10.635855446249355,41600.0,10.505032259881618,39053.61675322672,10.448714603019452,34500.0,101.94205656889666,131.63018460214602,142454,376,5521,20,5501,21402,51,21351,3573,12,3561,1487,5,1482,6637,40,6597,235.0,2.0,233.0,3864,18,3846,11.866774419559897
Office and Administrative Support Occupations,2020,0.2265022538464404,38843.49513875047,-14.18576577276377,19.448019259502836,10.814968817772796,57183.5625,10.755060957971853,46880.0,10.501854401866957,38823.97794036138,10.443483553601899,34320.0,102.98151549168473,147.28929268361244,134215,304,6128,4,6124,29483,40,29443,3837,11,3826,1834,7,1827,5791,47,5744,479.0,0.0,479.0,7680,21,7659,11.807198270745959
Office and Administrative Support Occupations,2021,0.2961420085293553,40699.9329697796,30.74572261436652,-14.18576577276377,10.796453665156038,56010.84042553192,10.696410859123883,44200.0,10.553400260190802,40676.538540312096,10.502324053624832,36400.0,102.30308146164109,137.69814845484677,171877,509,10937,19,10918,49094,114,48980,6738,21,6717,4217,35,4182,12225,88,12137,872.0,6.0,866.0,12926,106,12820,12.054534383698908
Office and Administrative Support Occupations,2022,0.3945330543705676,43958.58192098401,33.22427855805512,30.74572261436652,11.016506296056216,72825.87244897959,10.824753449836868,50250.0,10.628710334850247,43878.18078212925,10.58035290052179,39354.0,103.64857023090028,165.9728620258572,184015,726,13763,33,13730,57721,138,57583,8011,24,7987,6646,45,6601,18572,160,18412,1077.0,15.0,1062.0,15885,180,15705,12.122772555007536
Office and Administrative Support Occupations,2023,0.3744658354993612,47516.952086919446,-5.086321323119902,33.22427855805512,11.050018291683019,73117.79203539823,10.823643307441237,50194.0,10.69912287892698,47425.255337020775,10.635855446249355,41600.0,103.27966522795214,154.17479888257245,136194,510,12475,54,12421,50662,143,50519,7938,20,7918,7743,55,7688,15663,112,15551,799.0,19.0,780.0,11715,170,11545,11.821835618863757
Office and Administrative Support Occupations,2024,0.6016050544115769,49683.742212674544,60.65686035398099,-5.086321323119902,11.240620616563811,89469.6907630522,11.095332106062079,65863.0,10.735286590716198,49469.77920563271,10.660548058839726,42640.0,104.70722436310757,180.85726720378216,86103,518,8154,41,8113,35543,169,35374,5588,32,5556,6183,64,6119,10360,122,10238,12.0,0.0,12.0,7394,149,7245,11.363299533014386
Personal Care and Service Occupations,2018,0.02519526329050139,35540.31329751511,,,10.5095779005279,36665.0,10.5095779005279,36665.0,10.386379830684312,35539.93550554249,10.348173373797573,31200.0,101.18615024533982,103.1656345979639,19845,5,323,0,323,1244,0,1244,336,0,336,46,0,46,705,0,705,0.0,0.0,0.0,247,0,247,9.895707365217167
Personal Care and Service Occupations,2019,0.0403368123834014,35795.68028689415,60.096808349720135,,10.226512637259905,27626.0,10.226512637259905,27626.0,10.408426918240062,35797.45630434783,10.348173373797573,31200.0,98.25224039704439,77.17308114052966,19833,8,436,0,436,1846,3,1843,375,0,375,131,0,131,812,0,812,10.0,0.0,10.0,244,0,244,9.895102496001687
Personal Care and Service Occupations,2020,0.07326007326007326,36736.383257690366,81.62087912087914,60.096808349720135,,,,,10.42167360001662,36736.383257690366,10.348173373797573,31200.0,,,19110,14,590,0,590,2634,0,2634,415,0,415,237,0,237,604,2,602,23.0,0.0,23.0,436,1,435,9.857967037234319
Personal Care and Service Occupations,2021,0.11711184180892753,41290.41459491079,59.857664069186065,81.62087912087914,10.740767001869697,50686.166666666664,10.610208799055581,40560.0,10.52721973562089,41282.16305620609,10.443483553601899,34320.0,102.02852483002924,122.77982284420739,22201,26,1068,1,1067,4493,3,4490,493,1,492,348,0,348,1113,1,1112,18.0,1.0,17.0,393,4,389,10.007892611890918
Personal Care and Service Occupations,2022,0.11966971159599504,44119.67762045647,2.1841256593340796,59.857664069186065,10.697918851442212,46535.333333333336,10.708176107828981,44720.0,10.607419293271708,44117.378212585936,10.530494930591528,37440.0,100.85317225300886,105.48073167244014,25069,30,1363,1,1362,6299,6,6293,762,0,762,509,1,508,1508,5,1503,48.0,0.0,48.0,747,2,745,10.129387302044055
Personal Care and Service Occupations,2023,0.12754451303504924,47183.23112944587,6.580446575854992,2.1841256593340796,10.99073670140188,65017.26666666667,10.95430917736789,57200.0,10.679305083720124,47153.355036855035,10.610537638265065,40560.0,102.91621613241963,137.88470961578284,19601,25,1303,1,1302,5629,5,5624,814,0,814,486,1,485,1376,6,1370,18.0,1.0,17.0,399,1,398,9.883335864325275
Personal Care and Service Occupations,2024,0.13093037584719655,48528.56243669512,2.6546518792359697,6.580446575854992,10.888161284009406,56230.22222222222,10.990027259969969,59280.0,10.704762183517085,48518.5197044335,10.635855446249355,41600.0,101.71324778027031,115.89434831228796,12984,17,816,2,814,4309,5,4304,688,2,686,411,0,411,1031,1,1030,1.0,0.0,1.0,239,1,238,9.471473109194427
Production Occupations,2018,0.23921132750205384,37219.90328580285,,,10.863973408708688,67362.76470588235,10.557893904779643,38480.0,10.442906004954224,37166.86233309181,10.348173373797573,31200.0,104.03209033534063,181.24415265989612,41386,99,1238,6,1232,4320,11,4309,676,2,674,84,0,84,1217,9,1208,1.0,0.0,1.0,263,1,262,10.630697938371775
Production Occupations,2019,0.25062040836384186,37149.45271229764,4.769456773191494,,10.881646816122771,63248.07142857143,10.723861920913743,45427.0,10.45227287555092,37114.81619110816,10.380963196620565,32240.0,104.10794805765364,170.41192148952143,40699,102,1796,11,1785,5830,10,5820,1092,2,1090,246,1,245,1341,7,1334,16.0,0.0,16.0,404,3,401,10.613958801104268
Production Occupations,2020,0.2126802185009403,37012.57702366524,-15.138507717943439,4.769456773191494,11.001996603631321,71130.125,11.037177367816934,62142.0,10.457880728519228,36977.720962901476,10.397543345426145,32779.0,105.20292676152118,192.35940763186164,44668,95,2241,8,2233,9004,12,8992,1162,4,1158,448,0,448,1535,4,1531,42.0,0.0,42.0,791,5,786,10.707012640565683
Production Occupations,2021,0.26629811905885525,39995.59900135331,25.210572443378364,-15.138507717943439,10.861985899729223,58802.96875,10.673887270178586,43238.0,10.541118471382598,39967.47188858251,10.47333651675158,35360.0,103.04395998600839,147.1270660148965,59332,158,3855,20,3835,15338,26,15312,1993,6,1987,1071,6,1065,3180,27,3153,83.0,3.0,80.0,1346,18,1328,10.990904068443504
Production Occupations,2022,0.33254233457633137,44193.80358969986,24.875960728372746,25.210572443378364,11.054342578187342,72405.61904761905,11.041320554357519,62400.0,10.639843379607548,44117.82597358184,10.584562151861805,39520.0,103.89572650452945,164.11873760727963,61947,206,5514,28,5486,18149,34,18115,2700,7,2693,1906,12,1894,4846,51,4795,111.0,1.0,110.0,1609,26,1583,11.034034459734583
Production Occupations,2023,0.3118121790168745,48605.03480194201,-6.233839545833364,24.875960728372746,11.125925497851904,76314.6129032258,11.141861783579396,69000.0,10.726004015157937,48526.86244710379,10.648942512719419,42148.0,103.72852258985546,157.26261508543183,49068,153,5234,31,5203,16876,48,16828,2604,7,2597,2244,17,2227,4563,33,4530,86.0,1.0,85.0,1469,22,1447,10.800962370152643
Production Occupations,2024,0.46793112053905667,50788.201562121576,50.06826289287864,-6.233839545833364,11.374219444194056,102378.43939393939,11.36277275866355,86144.0,10.766225131740462,50581.213373860184,10.691944912900398,44000.0,105.64723758804871,202.40407962780793,32056,150,3373,24,3349,12031,45,11986,1771,11,1760,1764,13,1751,3184,39,3145,0.0,0.0,0.0,948,15,933,10.375239652315981
Sales and Related Occupations,2018,0.3122590010736266,57967.375714660375,,,11.50522342223932,120223.11538461539,11.64121462867045,113750.0,10.776725989252279,57882.35815956721,10.703244468154331,44500.0,106.75991422361093,207.70251801626722,132262,413,6433,13,6420,15204,44,15160,2953,3,2950,1124,2,1122,6823,29,6794,1.0,0.0,1.0,4572,32,4540,11.792540082844248
Sales and Related Occupations,2019,0.316091352494191,60283.98081673614,1.227298943309174,,11.308258534106166,96212.41379310345,11.407564949312402,90000.0,10.820036594207144,60243.719425016425,10.731165626053679,45760.0,104.51220229846918,159.7053015839372,143313,453,7545,10,7535,21118,53,21065,3474,15,3459,1716,8,1708,9235,69,9166,345.0,3.0,342.0,5065,40,5025,11.872786328473373
Sales and Related Occupations,2020,0.35162554761355774,59298.38445469851,11.241748576471977,1.227298943309174,11.267540681456495,91823.88679245283,11.258033215341438,77500.0,10.803902534845676,59244.54942069267,10.714417768752456,45000.0,104.29139512426602,154.99128221976315,138784,488,7052,8,7044,25553,46,25507,3560,9,3551,2206,7,2199,10717,64,10653,603.0,4.0,599.0,9452,79,9373,11.840674046635092
Sales and Related Occupations,2021,0.42663768278894865,57721.234419389206,21.33295936102757,11.241748576471977,11.17035413780783,80184.82407407407,11.225243392518447,75000.0,10.791384628436967,57667.25943312272,10.684645610418787,43680.0,103.51177835300412,139.04739857989122,160089,683,12704,28,12676,43488,106,43382,5760,22,5738,6093,38,6055,17387,126,17261,911.0,11.0,900.0,11710,144,11566,11.983485189566279
Sales and Related Occupations,2022,0.428394384994876,55688.141332418694,0.41175505043147265,21.33295936102757,11.440473771301832,104909.29166666667,11.512925464970229,100000.0,10.776960706448186,55544.720740590856,10.645424897265505,42000.0,106.15677353687154,188.87356038141223,167836,719,14018,35,13983,49571,137,49434,7265,33,7232,8377,68,8309,22479,164,22315,804.0,10.0,794.0,11350,161,11189,12.03074259112497
Sales and Related Occupations,2023,0.3163389792039039,57619.80413299012,-26.157066879462565,0.41175505043147265,11.486997198251316,112842.07653061225,11.512925464970229,100000.0,10.818642360160982,57424.281156854595,10.705107899426679,44583.0,106.1778069358454,196.50585824902848,140988,446,15292,44,15248,50541,138,50403,8844,30,8814,11231,64,11167,21923,104,21819,577.0,18.0,559.0,8815,102,8713,11.856430059355572
Sales and Related Occupations,2024,0.5816157436991628,59991.09108448872,83.85838670999452,-26.157066879462565,11.570633345082621,120795.22177419355,11.74775479046902,126469.5,10.851660117896873,59650.89741912196,10.731165626053679,45760.0,106.62546761854435,202.50361184921735,92329,537,10788,46,10742,38621,186,38435,6992,42,6950,10180,101,10079,15706,167,15539,14.0,0.0,14.0,5917,119,5798,11.43311356399211
Transportation and Material Moving Occupations,2018,0.056869617696896545,50112.049151356725,,,10.63129197671986,50604.6,10.242812858139747,28080.0,10.700627241017543,50111.958462218296,10.666627104916108,42900.0,99.3520448592779,100.98308178905665,86162,49,5150,4,5146,18857,4,18853,2923,1,2922,171,1,170,1136,3,1133,0.0,0.0,0.0,312,0,312,11.363984524188531
Transportation and Material Moving Occupations,2019,0.043373628833669124,44120.40879715647,-23.73145698843675,,10.369438473523555,35218.8,10.185654444299798,26520.0,10.589543794148739,44122.20688401406,10.47333651675158,35360.0,97.92148439154855,79.8210300146164,71472,31,3496,1,3495,15113,1,15112,2348,0,2348,437,1,436,1581,4,1577,9.0,0.0,9.0,353,1,352,11.1770610435919
Transportation and Material Moving Occupations,2020,0.04435719813511014,42747.1525313204,2.2676666165352355,-23.73145698843675,10.507092932452496,42792.181818181816,10.348173373797573,31200.0,10.57200619868736,42747.142741377604,10.443483553601899,34320.0,99.38598913947928,100.10536160762065,105958,47,5425,2,5423,30032,8,30024,7066,0,7066,1473,1,1472,2174,2,2172,35.0,0.0,35.0,650,2,648,11.570798068160682
Transportation and Material Moving Occupations,2021,0.06085536451593024,46877.97712177122,37.19388751870076,2.2676666165352355,10.762588781603997,51940.61111111111,10.584475579270471,39520.0,10.66301887019791,46876.4821759601,10.530494930591528,37440.0,100.93378725685626,110.80313346923474,129816,79,9686,3,9683,47659,13,47646,10334,2,10332,5067,0,5067,6820,31,6789,47.0,0.0,47.0,1016,2,1014,11.773873342219373
Transportation and Material Moving Occupations,2022,0.08403521839607327,48768.269575012804,38.09007482664111,37.19388751870076,10.622846904468926,44434.416666666664,10.530494930591528,37440.0,10.708843829222843,48770.40093440708,10.584562151861805,39520.0,99.19695416120231,91.10939384408174,104718,88,8964,6,8958,39112,20,39092,5624,3,5621,6817,10,6807,9922,22,9900,36.0,1.0,35.0,1036,9,1027,11.559026301852892
Transportation and Material Moving Occupations,2023,0.07182808360317929,51474.228189309884,-14.526212968662177,38.09007482664111,10.86161296012798,60579.40740740741,10.635855446249355,41600.0,10.76030146440666,51468.56563399747,10.635855446249355,41600.0,100.94153027270139,117.70175962974922,84925,61,8323,2,8321,34483,13,34470,5254,2,5252,5562,4,5558,7475,11,7464,34.0,0.0,34.0,765,3,762,11.349523793028785
Transportation and Material Moving Occupations,2024,0.13384245955202143,52205.66659765355,86.33722749926915,-14.526212968662177,10.973700686166449,68507.61538461539,10.71967086694133,45240.0,10.776317226526578,52191.0278372591,10.660548058839726,42640.0,101.83164113946088,131.26320408602476,50806,68,5366,4,5362,21469,12,21457,3577,4,3573,3058,1,3057,4181,13,4168,2.0,0.0,2.0,563,3,560,10.835769736828329
