sample,period,perk,perk_label,status,detail,nobs,ai_wage_postings,beta1_ai_role,beta1_se,beta1_pvalue,beta2_perk,beta2_se,beta2_pvalue,beta_perk_for_ai_role,beta_perk_for_ai_role_se,beta_perk_for_ai_role_lower_ci,beta_perk_for_ai_role_upper_ci,beta3_interaction,beta3_se,beta3_pvalue,beta3_lower_ci,beta3_upper_ci,beta_ai_role_with_perk,beta_ai_role_with_perk_se,beta_ai_role_with_perk_lower_ci,beta_ai_role_with_perk_upper_ci,r_squared
SMEs,2024,PAID LEAVE,Paid Leave,ok,,101709,754,0.372830410552041,0.027535202352080426,9.061982751453497e-42,-0.007123940977765683,0.0024997274123407993,0.004373474635189806,-0.13585080247993292,0.03324629666203039,-0.20101354393751247,-0.07068806102235335,-0.12872686150216722,0.033338361343540505,0.00011282067838425695,-0.19407004973550662,-0.06338367326882784,0.2441035490498738,0.019074111878565125,0.20671828976788614,0.28148880833186146,0.3195087466455796
SMEs,2024,HEALTH_WELLBEING,Health and Wellbeing,ok,,101709,754,0.30130740065094724,0.016967418534619673,1.4946906294130693e-70,0.07746009092154436,0.007132498348494322,1.7843145707028616e-27,0.03349989590083117,0.0638953734059242,-0.09173503597478028,0.1587348277764426,-0.043960195020713196,0.06429779866798671,0.49416668559034316,-0.16998388040996715,0.08206349036854077,0.25734720563023405,0.06208108835859752,0.13566827244738291,0.3790261388130852,0.320130859667178
SMEs,2024,PARENTAL_LEAVE,Parental Leave,ok,,101709,754,0.2923359828717989,0.017874699185235883,4.0245000060044595e-60,0.0920659758918192,0.006123157309335699,4.2847409980922454e-51,0.11314340029321286,0.04039275076349591,0.03397360879676088,0.19231319178966483,0.021077424401393666,0.04085431186434122,0.6059125445490385,-0.05899702685271513,0.10115187565550246,0.31341340727319256,0.03689037147205907,0.2411082791879568,0.3857185353584283,0.32079362698400704
SMEs,2024,CULTURE,Workplace Culture,ok,,101709,754,0.3090273873317098,0.01857448538155741,3.747494070877652e-62,0.10087168240952539,0.005791474718825668,6.1019309768037564e-68,0.0035614789409127295,0.037472203626802245,-0.06988404016761966,0.07700699804944512,-0.09731020346861266,0.037901387777386476,0.0102447337958755,-0.17159692351229017,-0.023023483424935168,0.21171718386309715,0.03319056887079324,0.1466636688763424,0.2767706988498519,0.3216464610847579
SMEs,2024,REMOTE_KW,Remote Work,ok,,101709,754,0.31448608011763707,0.01958111763487099,4.812400795042207e-58,0.17159842001983078,0.004975487785248515,1.182306094774207e-260,0.04261564535417037,0.03474770936423206,-0.02548986499972447,0.1107211557080652,-0.1289827746656604,0.03509676280225293,0.00023779178477113976,-0.19777242975807613,-0.06019311957324468,0.18550330545197666,0.0292487295383254,0.12817579555685887,0.24283081534709444,0.3284285551295145
SMEs,2025,EDU_ASSISTANCE,Tuition Assistance,ok,,111058,1376,0.34219076031703366,0.013313252642172424,1.0815408576618143e-145,0.03835128386801794,0.004478017706250093,1.0869292582600052e-17,-0.11007807497100824,0.04564480008511835,-0.19954188313784021,-0.020614266804176287,-0.1484293588390262,0.04585096060686167,0.0012070297741248275,-0.23829724162847504,-0.05856147604957733,0.19376140147800747,0.04396434497542872,0.10759128532616717,0.27993151762984775,0.33370662813207674
SMEs,2025,PAID LEAVE,Paid Leave,ok,,111058,1376,0.4035206468450033,0.0192803971755523,2.9116359929385833e-97,-0.014290568114228132,0.002419302359095273,3.486130716483638e-09,-0.15033898094768813,0.02515093989901377,-0.19963482314975511,-0.10104313874562115,-0.13604841283346,0.02525790023231134,7.189462084109303e-08,-0.18555389728879024,-0.08654292837812977,0.2674722340115433,0.016540446006898073,0.23505295983802307,0.2998915081850635,0.3338532787552817
SMEs,2025,HEALTH_WELLBEING,Health and Wellbeing,ok,,111058,1376,0.3309741983744492,0.013277868232479973,3.8160192813695287e-137,0.078659898136166,0.0065319793364053535,2.1299672786943027e-33,0.10487371504779981,0.05173023892616547,0.0034824467525154945,0.20626498334308413,0.02621381691163381,0.052141301936028776,0.6151430536386748,-0.07598313488298258,0.1284107687062502,0.357188015286083,0.05048890848096222,0.25822975466339704,0.456146275908769,0.33423996807429923
SMEs,2025,PARENTAL_LEAVE,Parental Leave,ok,,111058,1376,0.3183516537129587,0.01376758972956691,2.7015064284100475e-118,0.0780470618524453,0.005904317481937111,6.848888744550446e-40,0.1616900057154514,0.03588436973656307,0.09135664103178778,0.232023370399115,0.08364294386300608,0.03637491944179761,0.021478408703563462,0.012348101757082758,0.1549377859689294,0.4019945975759648,0.03376505160613856,0.3358150964279332,0.46817409872399635,0.3345035009581532
SMEs,2025,CULTURE,Workplace Culture,ok,,111058,1376,0.31894157660246997,0.013751599491280563,5.350962414624669e-119,0.08462178416214405,0.0051289454725600364,3.7384731563226916e-61,0.14594005130859786,0.035860280846899,0.07565390084867582,0.2162262017685199,0.06131826714645381,0.036199901820486,0.09028820653277816,-0.009633540421698748,0.13227007471460636,0.3802598437489238,0.03362245164144899,0.3143598385316838,0.4461598489661638,0.3352691261923645
SMEs,2025,REMOTE_KW,Remote Work,ok,,111058,1376,0.3434705617258557,0.015042807189800696,2.162477935657972e-115,0.17479905266348636,0.00534213153452993,7.892750978346956e-235,0.04910108837443386,0.028175188061385734,-0.006122280225882175,0.1043244569747499,-0.1256979642890525,0.028668095004948577,1.1620216861071325e-05,-0.18188743049875172,-0.06950849807935329,0.21777259743680322,0.024477340244772012,0.16979701055705007,0.26574818431655634,0.34141186526967626
Large firms,Pooled 2018-2025,EDU_ASSISTANCE,Tuition Assistance,ok,,1972175,25017,0.2346199824595269,0.00296739498736521,0.0,0.011917030050792829,0.0008112153258062215,7.43383647862438e-49,-0.00967261752368113,0.006878152042015023,-0.023153795526030575,0.003808560478668316,-0.021589647574473958,0.006923696097989052,0.0018194337288070421,-0.0351600919265325,-0.008019203222415417,0.21303033488505294,0.00629537593995702,0.20069139804273717,0.2253692717273687,0.4668336717689796
Large firms,Pooled 2018-2025,PAID LEAVE,Paid Leave,ok,,1972175,25017,0.218465994142663,0.003545955913939194,0.0,-0.005935110148480662,0.0006049090699445686,1.003901754678395e-22,0.025918929795751045,0.005345314270967535,0.015442113824654677,0.03639574576684741,0.03185403994423171,0.005375023283526515,3.098224861095986e-09,0.02131899430851974,0.042389085579943676,0.2503200340868947,0.004106356989125483,0.24227157438820873,0.25836849378558063,0.4668175410433204
Large firms,Pooled 2018-2025,HEALTH_WELLBEING,Health and Wellbeing,ok,,1972175,25017,0.2278781876789411,0.002881613627853595,0.0,-0.0048332560409433895,0.0010249916765626304,2.4122445893862875e-06,0.031833397982985887,0.008013050267552604,0.016127819458582784,0.04753897650738899,0.036666654023929275,0.008075258999244798,5.608998276875339e-06,0.02083914638540947,0.05249416166244908,0.2645448417028704,0.007581152288497723,0.24968578321741486,0.27940390018832595,0.4667944698334805
Large firms,Pooled 2018-2025,PARENTAL_LEAVE,Parental Leave,ok,,1972175,25017,0.21931602768272543,0.0029646888599414623,0.0,0.06129494496077789,0.0011415144838399056,0.0,0.12203735916956035,0.006821932534528096,0.10866637140188529,0.1354083469372354,0.06074241420878246,0.006910005511750243,1.4889374805726027e-18,0.047198803405751985,0.07428602501181293,0.28005844189150786,0.006282036065030704,0.2677456512040477,0.292371232578968,0.46761608291947654
Large firms,Pooled 2018-2025,CULTURE,Workplace Culture,ok,,1972175,25017,0.225944117473775,0.0030954656797325215,0.0,0.028147262132382073,0.0009073905086046281,2.896496132352071e-211,0.04631639961944721,0.006147991398235184,0.03426633647890625,0.05836646275998817,0.018169137487065137,0.006209988739460204,0.00343580194707223,0.005997559557723138,0.030340715416407135,0.24411325496084013,0.005430349329067379,0.23346977027586807,0.2547567396458122,0.46705324721713004
Large firms,Pooled 2018-2025,REMOTE_KW,Remote Work,ok,,1972175,25017,0.24391819335674095,0.0030801411536663377,0.0,0.1389060248652724,0.0011608096245252543,0.0,0.045179393404786355,0.006158111250011713,0.0331094953547634,0.05724929145480931,-0.09372663146048604,0.006257343172483181,1.0123386153713969e-50,-0.10599102407855307,-0.08146223884241902,0.1501915618962549,0.005484628227981422,0.13944169056941133,0.16094143322309848,0.47113902535651386
Large firms,Through 2022,EDU_ASSISTANCE,Tuition Assistance,ok,,921481,6368,0.18532204878467393,0.005483689238642632,2.324552115495079e-250,0.015012388809447521,0.0013439977441977152,5.721249894560888e-29,0.01611133698368074,0.016087579306838972,-0.015420318457723643,0.04764299242508513,0.0010989481742332218,0.016137964659974288,0.9457083595334173,-0.030531462559316387,0.03272935890778283,0.18642099695890715,0.015201736647428913,0.15662559312994648,0.21621640078786783,0.39453696343398137
Large firms,Through 2022,PAID LEAVE,Paid Leave,ok,,921481,6368,0.19356205535388651,0.006283072956309222,2.117644016351663e-208,-0.007114892260718851,0.0009159705061217885,7.998735293578527e-15,-0.032793505217838304,0.010980795548267875,-0.05431586449244334,-0.011271145943233269,-0.025678612957119453,0.011011967472952083,0.019706879479536553,-0.047262069204105535,-0.004095156710133371,0.16788344239676706,0.009081369001965956,0.15008395915291378,0.18568292564062033,0.3945128766607504
Large firms,Through 2022,HEALTH_WELLBEING,Health and Wellbeing,ok,,921481,6368,0.18253745734449475,0.005421569197525605,1.6578169940624759e-248,-0.00992081105676688,0.0017809095323401644,2.5380103848852102e-08,0.03066998543794646,0.01752419539264048,-0.0036774375316288785,0.06501740840752179,0.04059079649471334,0.017603260517347147,0.02111800481457417,0.006088405880712931,0.07509318710871374,0.2231282538392081,0.016774166276259998,0.1902508879377385,0.2560056197406777,0.3944888328728815
Large firms,Through 2022,PARENTAL_LEAVE,Parental Leave,ok,,921481,6368,0.18423440290045423,0.005352051666011047,1.1365840242730305e-259,0.047126528552769886,0.0024154239315174173,8.911430042485874e-85,0.052560215029149496,0.02113295417251089,0.011139624851028151,0.09398080520727084,0.005433686476379613,0.021263792857125218,0.7983083467705038,-0.03624334752358581,0.04711072047634504,0.18966808937683385,0.020595474178065346,0.14930095998782578,0.23003521876584193,0.39472526923243667
Large firms,Through 2022,CULTURE,Workplace Culture,ok,,921481,6368,0.1855862942257079,0.005689602591811668,2.2422780102686525e-233,0.009918649625643875,0.0015733770323035422,2.899643306852193e-10,0.005384293839387609,0.013546821028785346,-0.021167475377031668,0.03193606305580689,-0.004534355786256266,0.013630435722976566,0.73938789840481,-0.03125000980329033,0.0221812982307778,0.18105193843945164,0.01241595532565039,0.15671666600117687,0.2053872108777264,0.3944938373266079
Large firms,Through 2022,REMOTE_KW,Remote Work,ok,,921481,6368,0.18205283072303616,0.005718804369632887,2.1869415597967302e-222,0.19301284517237102,0.0019106914362540697,0.0,0.15024728311053903,0.012652168118331513,0.12544903359860926,0.1750455326224688,-0.04276556206183199,0.012778939076739212,0.0008181922185778842,-0.06781228265224085,-0.017718841471423136,0.13928726866120417,0.011451099661190976,0.11684311332526985,0.16173142399713847,0.4025114089802675
Large firms,Post-2022,EDU_ASSISTANCE,Tuition Assistance,ok,,1050694,18649,0.24326093578685423,0.0035163921285763173,0.0,0.00889131080645488,0.0010152594198851546,1.9932102603447513e-18,-0.022185649934346185,0.007668106878676322,-0.037215139416551773,-0.007156160452140596,-0.031076960740801064,0.007733545058830045,5.857913191517929e-05,-0.04623470905610795,-0.015919212425494177,0.21218397504605316,0.0069485553227340785,0.19856480661349438,0.22580314347861194,0.47450346584649084
Large firms,Post-2022,PAID LEAVE,Paid Leave,ok,,1050694,18649,0.22123172972768107,0.004293711298716014,0.0,-0.006239276235945931,0.0008053402797573127,9.380877532907153e-15,0.031906830395211284,0.006152500164743925,0.01984793007231319,0.04396573071810938,0.038146106631157216,0.006199285006150946,7.588349219402276e-10,0.02599550801910136,0.05029670524321307,0.25937783635883827,0.004578705340266881,0.2504035738919152,0.26835209882576133,0.47451272417313106
Large firms,Post-2022,HEALTH_WELLBEING,Health and Wellbeing,ok,,1050694,18649,0.23531061793609032,0.003396636237319909,0.0,-0.005455382871658286,0.0012566075608556593,1.4160499501089687e-05,0.02111327518666856,0.008936664643941683,0.003597412484542862,0.038629137888794254,0.026568658058326845,0.009022044007109894,0.0032310064611719273,0.008885451804391452,0.04425186431226224,0.2618792759944172,0.008418066569254565,0.24537986551867824,0.2783786864701561,0.47447859212825083
Large firms,Post-2022,PARENTAL_LEAVE,Parental Leave,ok,,1050694,18649,0.22655149919298323,0.003558941154183303,0.0,0.06513928178729465,0.001295299661102681,0.0,0.11275080150360242,0.007282309924463607,0.09847747405165375,0.1270241289555511,0.04761151971630777,0.007389916435696373,1.173136848237316e-10,0.033127283502342876,0.06209575593027266,0.274163018909291,0.006544626951639292,0.261335550084078,0.28699048773450403,0.47579339246288976
Large firms,Post-2022,CULTURE,Workplace Culture,ok,,1050694,18649,0.2331726137163828,0.003682705130304726,0.0,0.03618683135717531,0.0011091928664474758,1.8449574538516318e-233,0.04935789956105503,0.006896021703656961,0.035841697021887386,0.06287410210022268,0.01317106820387972,0.0069799863822767585,0.05916352640467822,-0.000509705105382726,0.026851841513142165,0.2463436819202625,0.006004025109896022,0.2345757927048663,0.2581115711356587,0.4750348069561713
Large firms,Post-2022,REMOTE_KW,Remote Work,ok,,1050694,18649,0.25526406258543505,0.0036277018390938015,0.0,0.1009055470627972,0.0014509280028486564,0.0,0.007908503548891402,0.0070575324316811796,-0.00592426001720371,0.021741267114986515,-0.0929970435139058,0.0071928037809119005,3.0809340999070167e-38,-0.10709493892449312,-0.07889914810331847,0.16226701907152924,0.006271544858443513,0.14997479114897996,0.17455924699407852,0.47706974876230224
Large firms,2018,EDU_ASSISTANCE,Tuition Assistance,ok,,97799,619,0.18207272444256042,0.018050495292331385,6.3160897682973146e-24,0.040820545674819034,0.005289760057385622,1.1919374869151796e-14,0.16915111185954013,0.07903889763507464,0.014234872494793827,0.3240673512242864,0.12833056618472108,0.07907481151647924,0.104610636015782,-0.026656064387578227,0.2833171967570204,0.3104032906272815,0.0771234891761933,0.15924125184194263,0.4615653294126204,0.35811370996370107
Large firms,2018,PAID LEAVE,Paid Leave,ok,,97799,619,0.2163637848883871,0.02012839221631584,5.97884050157027e-27,0.011702820965666692,0.003627441285827292,0.001254493030429419,-0.1203483926474106,0.040723465611346044,-0.20016638524564884,-0.040530400049172355,-0.13205121361307728,0.040841496368393314,0.0012238573283022312,-0.21210054649512816,-0.05200188073102639,0.0843125712753098,0.035612549919956174,0.014511973432195707,0.1541131691184239,0.3579098188025853
Large firms,2018,HEALTH_WELLBEING,Health and Wellbeing,ok,,97799,619,0.18399729462219003,0.018081092683648155,2.5318993236055888e-24,-0.02989433411797361,0.006479183584648605,3.951741075319764e-06,0.06507498370057868,0.08384808173756896,-0.09926725650505647,0.22941722390621383,0.09496931781855229,0.08410023251838186,0.2587967482128043,-0.06986713791747616,0.25980577355458073,0.27896661244074233,0.08218016280563616,0.11789349334169547,0.4400397315397892,0.35791323784491424
Large firms,2018,PARENTAL_LEAVE,Parental Leave,ok,,97799,619,0.18503405105561072,0.01779178302765738,2.480052210057046e-25,0.002761599672193599,0.02076437130899255,0.8941957309399017,0.14794031326448828,0.14484804390200928,-0.13596185278344988,0.4318424793124265,0.14517871359229467,0.14631508780480373,0.32108369457125174,-0.14159885850512066,0.43195628568971,0.3302127646479054,0.14524828785779595,0.04552612044662535,0.6148994088491855,0.357799516541385
Large firms,2018,CULTURE,Workplace Culture,ok,,97799,619,0.17743675998545022,0.018153200222214824,1.4500454997380427e-22,0.004543725573220936,0.007078422313959298,0.5209301985426604,0.15623736658665918,0.07373796259728212,0.011710959895986223,0.30076377327733217,0.15169364101343824,0.0740670420439374,0.04055425971481945,0.006522238607320957,0.29686504341955555,0.32913040099888846,0.07183662927746812,0.18833060761505097,0.469930194382726,0.35782553859905153
Large firms,2018,REMOTE_KW,Remote Work,ok,,97799,619,0.1937682571881395,0.017781923690527824,1.1922075014696113e-27,0.13349518689555773,0.00746555922378026,1.6443818155889227e-71,0.08054038566245009,0.11326848034772719,-0.1414658358190952,0.3025466071439954,-0.05295480123310765,0.11343994064761258,0.6406364353799358,-0.2752970849024283,0.16938748243621302,0.14081345595503186,0.11205514979716093,-0.07881463764740354,0.36044154955746727,0.36005689499015203
Large firms,2019,EDU_ASSISTANCE,Tuition Assistance,ok,,151638,905,0.162647542913747,0.014584533998833808,6.99704946211986e-29,0.020086022790722642,0.00399729240145396,5.036764083614209e-07,0.011499193938763268,0.049300292399738106,-0.08512937916472342,0.10812776704224995,-0.008586828851959374,0.04945028762136015,0.8621439293807653,-0.10550939258982527,0.08833573488590653,0.15406071406178762,0.04726354831678709,0.061424159360884925,0.24669726876269032,0.37583621662504507
Large firms,2019,PAID LEAVE,Paid Leave,ok,,151638,905,0.1730435468930403,0.016093258947067385,5.764649327719563e-27,-0.01069230867377797,0.002578019628894607,3.3614126097829336e-05,-0.06192004063741833,0.03313083796421686,-0.1268564830472834,0.0030164017724467265,-0.05122773196364036,0.033199863826784276,0.12282827596594417,-0.11629946506413755,0.013844001136856826,0.12181581492939994,0.029055934764168758,0.06486618279162917,0.1787654470671707,0.3758340277707921
Large firms,2019,HEALTH_WELLBEING,Health and Wellbeing,ok,,151638,905,0.1588220782907356,0.014441456800059774,3.9222292140983156e-28,-0.033404363424272936,0.004814267306183086,3.959532355671533e-12,0.029726949248646738,0.06785181322767422,-0.10326260467759474,0.16271650317488823,0.06313131267291967,0.06802425799406354,0.3533709584990208,-0.07019623299544488,0.19645885834128424,0.2219533909636553,0.06649864243588458,0.09161605178932153,0.35229073013798906,0.37592219524638704
Large firms,2019,PARENTAL_LEAVE,Parental Leave,ok,,151638,905,0.1610782160935297,0.014173930480588395,6.289509922389752e-30,0.011366082830034784,0.008609204578941137,0.18676007360847213,0.08428246985244309,0.15342525879975133,-0.21643103739506953,0.3849959770999557,0.07291638702240831,0.15365029581652961,0.63510014630657,-0.22823819277798973,0.3740709668228064,0.233994603115938,0.1530027314085637,-0.06589075044484688,0.5338799566767229,0.37576249975741727
Large firms,2019,CULTURE,Workplace Culture,ok,,151638,905,0.15710954115347064,0.014547333652183525,3.446321927049177e-27,0.015608798624097009,0.005078689753668782,0.002116410933373257,0.06864781446081815,0.057048137391498395,-0.04316653482651871,0.180462163748155,0.05303901583672114,0.057257826114916914,0.35428019197644345,-0.059186323348516014,0.1652643550219583,0.21014855699019178,0.05539157557276604,0.10158106886757033,0.3187160451128132,0.3757966039278148
Large firms,2019,REMOTE_KW,Remote Work,ok,,151638,905,0.17500175876836682,0.014575355910577131,3.277063227376992e-33,0.21046105620196967,0.005812749480914609,4.758581041098209e-287,0.06209272099713514,0.055023056680745086,-0.04575247009712523,0.16993791209139553,-0.14836833520483453,0.05518453157056385,0.00717554424294645,-0.25653001708313966,-0.04020665332652938,0.026633423563532294,0.05322970315839962,-0.07769679462693097,0.13096364175399555,0.3819582610680431
Large firms,2020,EDU_ASSISTANCE,Tuition Assistance,ok,,154158,783,0.15994099875404122,0.01569801855940246,2.2292731487553703e-24,-0.005670540205976998,0.0036855212155611793,0.12390215991984765,0.04723619371926953,0.04394560800360356,-0.03889719796779345,0.1333695854063325,0.05290673392524652,0.044074663681083114,0.22998836532813827,-0.033479606889676376,0.13929307474016941,0.21284773267928775,0.04124268182116713,0.13201207630980016,0.29368338904877533,0.36921876122601105
Large firms,2020,PAID LEAVE,Paid Leave,ok,,154158,783,0.1779402533844055,0.017565773191251903,4.068931437456667e-24,-0.024129204633256164,0.002297081524362842,8.254379761384694e-26,-0.07403182630332394,0.03216135783654284,-0.13706808766294792,-0.010995564943699979,-0.04990262167006777,0.03222551207304655,0.12149138939717563,-0.11306462533323902,0.013259381993103475,0.12803763171433774,0.027096054186845787,0.07492936550812,0.18114589792055547,0.3696404451750499
Large firms,2020,HEALTH_WELLBEING,Health and Wellbeing,ok,,154158,783,0.16207384140404152,0.015105057348783707,7.377692706097027e-27,-0.03985550891498414,0.004951787231222705,8.366993149694236e-16,0.005022133961273947,0.08090592636660336,-0.15355348171726863,0.16359774963981655,0.04487764287625809,0.08105338389888228,0.5797978205429554,-0.11398698956555117,0.20374227531806735,0.2069514842802996,0.07966322811979211,0.05081155716550709,0.36309141139509216,0.3694291696455503
Large firms,2020,PARENTAL_LEAVE,Parental Leave,ok,,154158,783,0.16858508883148096,0.015182178822945223,1.1976030330556999e-28,-0.0022845195286616314,0.006925590650236393,0.7415009265417672,-0.08326912315086882,0.06855174505577251,-0.21763054346018293,0.05109229715844529,-0.08098460362220719,0.06889250316552632,0.23978622800469107,-0.2160139098266388,0.05404470258222441,0.08760048520927377,0.06723173327887287,-0.04417371201731704,0.21937468243586458,0.3692153168581136
Large firms,2020,CULTURE,Workplace Culture,ok,,154158,783,0.16781303994228977,0.01593173642162499,6.069864581072781e-26,-0.005604161771438028,0.004609347329129624,0.2240514233357378,-0.037036978272159335,0.04202855020376907,-0.1194129366715467,0.045338980127228035,-0.03143281650072131,0.04226396376180996,0.4570421451046176,-0.11427018547386883,0.05140455247242621,0.13638022344156847,0.039208519016599816,0.05953152616903283,0.2132289207141041,0.3692156064774036
Large firms,2020,REMOTE_KW,Remote Work,ok,,154158,783,0.1727355920244619,0.01550331406461203,7.847254599670253e-29,0.23534602386615555,0.0049712819884498395,0.0,0.14674319586300136,0.047290608936963324,0.05405360234655325,0.23943278937944945,-0.0886028280031542,0.047520740327594485,0.062250318002667525,-0.18174347904523938,0.004537823038930994,0.0841327640213077,0.044953826722518374,-0.0039767363548283,0.17224226439744372,0.3807191251836515
Large firms,2021,EDU_ASSISTANCE,Tuition Assistance,ok,,228563,1593,0.19163260783078198,0.010840476421778423,6.249828570634794e-70,0.021194581932621914,0.002578276149860239,2.027464056627171e-16,-0.011319587561170338,0.03253368323852855,-0.0750856067086863,0.052446431586345627,-0.03251416949379225,0.0326292857221265,0.3190208666582284,-0.09646756950916019,0.031439230521575684,0.15911843833698974,0.030818891378052164,0.0987134112360075,0.21952346543797197,0.40214594887390154
Large firms,2021,PAID LEAVE,Paid Leave,ok,,228563,1593,0.19827971358151877,0.012779566667966901,2.7305348204436e-54,-0.010379516766508175,0.0017280652149805988,1.89643316769569e-09,-0.04128969485031603,0.021090763524842134,-0.0826275913590066,4.820165837455398e-05,-0.030910178083807853,0.021149285762153084,0.14387183207472978,-0.0723627781776279,0.010542422010012188,0.16736953549771091,0.016944001182530272,0.13415929317995157,0.20057977781547026,0.4020942640620976
Large firms,2021,HEALTH_WELLBEING,Health and Wellbeing,ok,,228563,1593,0.183410500624536,0.010875424201334857,8.185031717532398e-64,0.002382700832210579,0.003513726637382135,0.4977005682119776,0.06353764662437156,0.03005753841974961,0.004624871321662324,0.12245042192708079,0.061154945792160985,0.03019006440198123,0.04279916307618871,0.0019824195642777764,0.1203274720200442,0.244565446416697,0.02822395296559197,0.18924649860413673,0.2998843942292573,0.4020041902063439
Large firms,2021,PARENTAL_LEAVE,Parental Leave,ok,,228563,1593,0.19493131304795053,0.0107185603449684,6.622487815969018e-74,0.06227004799805177,0.0045291004886771164,5.1725805233352845e-43,-0.033120327553158795,0.03743629157141745,-0.10649545903313701,0.04025480392681941,-0.09539037555121056,0.03770788856506542,0.011415379355684289,-0.1692978371387388,-0.021482913963682335,0.09954093749673996,0.036170665955694695,0.028646432223578364,0.17043544276990158,0.4025509671735762
Large firms,2021,CULTURE,Workplace Culture,ok,,228563,1593,0.19701175770819815,0.011271104840671472,2.0577710308274683e-68,0.004835584174682311,0.0030150162197327187,0.10875074662181818,-0.05429629167317129,0.026380750934188228,-0.10600256350418022,-0.0025900198421623666,-0.05913187584785361,0.026544819550992353,0.025905602029579387,-0.11115972216779862,-0.007104029527908597,0.13787988186034456,0.024100427576074012,0.0906430438112395,0.1851167199094496,0.402011349048904
Large firms,2021,REMOTE_KW,Remote Work,ok,,228563,1593,0.18930286815323877,0.011676901185724502,4.166149023316597e-59,0.22606283458851312,0.003834215082322147,0.0,0.14221992275227957,0.023510180448228637,0.09613996907375144,0.1882998764308077,-0.08384291183623353,0.023785368850368097,0.0004235172962570997,-0.130462234782955,-0.03722358888951206,0.10545995631700524,0.02076783191920409,0.06475500575536522,0.14616490687864525,0.4140579590564216
Large firms,2022,EDU_ASSISTANCE,Tuition Assistance,ok,,289323,2468,0.19042513398502878,0.008796279822486923,6.296600376920211e-104,0.007376236880498741,0.002105191270084043,0.0004586143056193763,-0.005803093283258894,0.023172782909464812,-0.05122174778580993,0.039615561219292134,-0.013179330163757635,0.02325758542269737,0.5709397439181364,-0.05876419759224448,0.03240553726472921,0.17724580382127114,0.021587102787591746,0.13493508235759133,0.21955652528495095,0.42910444003244164
Large firms,2022,PAID LEAVE,Paid Leave,ok,,289323,2468,0.19150462594376866,0.010105645182961602,4.3938859867673984e-80,-0.0047731021039436085,0.0015032126878094874,0.0014969853047656079,-0.011288994170394605,0.01685902749406496,-0.04433268805876193,0.02175469971797272,-0.0065158920664509954,0.01691564687341236,0.700089905063249,-0.03967055993833921,0.026638775805437224,0.18498873387731765,0.013652352211109156,0.1582301235435437,0.2117473442110916,0.4291036918889264
Large firms,2022,HEALTH_WELLBEING,Health and Wellbeing,ok,,289323,2468,0.1911039696822662,0.008685271490870856,2.682227785769267e-107,0.0037129972056687255,0.0028661092733413,0.19515349778212732,-0.02287359595885639,0.024177047278119628,-0.07026060862397086,0.02451341670625808,-0.026586593164525114,0.02431311886961636,0.27417076112521066,-0.07424030614897317,0.02106711981992295,0.1645173765177411,0.022771435837336568,0.11988536227656142,0.20914939075892075,0.4290876081338989
Large firms,2022,PARENTAL_LEAVE,Parental Leave,ok,,289323,2468,0.18346909114160254,0.00854268620585717,2.5689017017550986e-102,0.0580076109722761,0.0033483760785447563,3.0948510402688813e-67,0.10211684491062545,0.028085945872326712,0.047068391000865094,0.1571652988203858,0.04410923393834934,0.028273491587506003,0.11873825963555085,-0.011306809573162428,0.09952527744986112,0.22757832507995188,0.0269946860437121,0.17466874043427616,0.2804879097256276,0.42973268306626267
Large firms,2022,CULTURE,Workplace Culture,ok,,289323,2468,0.19130602642727634,0.009410827515206124,7.227843421739646e-92,0.019754312674896808,0.0023151510117090696,1.4306529499145297e-17,0.005518191787700305,0.018629062230400433,-0.030994770183884544,0.04203115375928516,-0.014236120887196503,0.01876304973528576,0.44801306148262987,-0.05101169836835659,0.022539456593963586,0.17706990554007984,0.0163040877628386,0.1451138935249162,0.2090259175552435,0.42922923920983436
Large firms,2022,REMOTE_KW,Remote Work,ok,,289323,2468,0.1697940869229845,0.009444835820729051,2.92632689202791e-72,0.1629285807675326,0.0029026821416259156,0.0,0.176382969035693,0.017457860009137488,0.14216556341778352,0.21060037465360248,0.013454388268160406,0.017673165891308067,0.4464844193005497,-0.0211850168788034,0.048093793415124216,0.1832484751911449,0.014989829610486538,0.1538684091545913,0.2126285412276985,0.4363423517838959
Large firms,2023,EDU_ASSISTANCE,Tuition Assistance,ok,,324058,3461,0.22138490313292933,0.00828181953009755,2.030091462450023e-157,0.013475205089734715,0.0018416930452307073,2.540510728933618e-13,-0.013270882543769536,0.01615506954647129,-0.04493481885485326,0.01839305376731419,-0.02674608763350425,0.016258761094568083,0.09996441258417325,-0.05861325937885769,0.005121084111849188,0.19463881549942508,0.014062648779379756,0.16707602389184076,0.2222016071070094,0.4569955122003919
Large firms,2023,PAID LEAVE,Paid Leave,ok,,324058,3461,0.19779314542186496,0.009993906186268928,3.532711374949787e-87,-0.0030271318621843918,0.0014276946221617657,0.03398128762719117,0.03922161121661772,0.014202036939849349,0.011385618814512995,0.06705760361872244,0.04224874307880211,0.014267705380499582,0.003064976996210511,0.01428404053302293,0.07021344562458129,0.24004188850066707,0.010300956190979491,0.21985201436634727,0.2602317626349869,0.4569403271624227
